,id,data_lancamento,preco_venda_unidade,padrao_unidade,qtd_unidades,incorporadora,municipio,lati,long
504,1139,2024-05-01,310500,econômico,139,Vale Novas Cidades,são paulo,-23.384950078758113,-46.72119876030537
505,1161,2024-05-01,280500,econômico,350,Cedro Empreendimentos,belo horizonte,-19.956583806337687,-44.05687201557543
506,1163,2024-05-01,943000,médio padrão,139,Jardim Urbanismo,rio de janeiro,-22.76118375118628,-43.4784315725582
507,1172,2024-05-01,274500,econômico,175,Lua Desenvolvimento,rio de janeiro,-23.058328549416196,-43.20776136338861
508,1184,2024-05-01,335500,econômico,167,Parque Habitar,são paulo,-23.39220291855368,-46.37596871773351
509,1185,2024-05-01,313000,econômico,198,Parque Novas Cidades,são paulo,-23.530863973399683,-46.8024664851868
510,18,2024-06-01,238500,econômico,243,Arvoredo Living,belo horizonte,-19.87623412931743,-44.055806804265195
511,38,2024-06-01,842000,médio padrão,162,Rio Residencial,são paulo,-23.42675712330277,-46.46175060142116
512,45,2024-06-01,378500,econômico,306,Jacarandá Empreendimentos,belo horizonte,-19.925121272289044,-44.087686470018106
513,49,2024-06-01,308500,econômico,236,Vale Novas Cidades,são paulo,-23.73710421507072,-46.63716749928694
514,50,2024-06-01,245500,econômico,267,Bosque Living,belo horizonte,-19.951751330676238,-44.00513398006827
515,62,2024-06-01,796000,médio padrão,50,Serra Living,são paulo,-23.53528390001385,-46.522646999192006
516,69,2024-06-01,351500,econômico,225,Serra Urbanismo,belo horizonte,-19.79466067007142,-44.06119675188973
517,77,2024-06-01,266500,econômico,239,Jardim Urbanismo,rio de janeiro,-22.85429923661137,-43.31403863834909
518,85,2024-06-01,728000,médio padrão,88,Rio Living,são paulo,-23.354355251053178,-46.82212226128717
519,96,2024-06-01,375000,econômico,155,Jardim Urbanismo,rio de janeiro,-22.906413669156056,-43.30942319288823
520,97,2024-06-01,836000,médio padrão,183,Vale Urbanismo,são paulo,-23.46250740792913,-46.70942892627782
521,100,2024-06-01,240000,econômico,249,Horizonte Novas Cidades,belo horizonte,-20.017215312665634,-43.93117359283313
522,117,2024-06-01,301500,econômico,258,Aurora Habitar,belo horizonte,-19.791170630877737,-44.09969173437202
523,142,2024-06-01,752500,médio padrão,149,Bosque Living,belo horizonte,-19.994270159538676,-43.96949692465837
524,143,2024-06-01,312000,econômico,164,Serra Desenvolvimento,belo horizonte,-19.762200295709317,-43.936870199811835
525,144,2024-06-01,301500,econômico,207,Parque Novas Cidades,são paulo,-23.455838401326744,-46.417809061504464
526,162,2024-06-01,787000,médio padrão,103,Vila Realty,são paulo,-23.663883873487933,-46.378855420183704
527,164,2024-06-01,275000,econômico,197,Rio Residencial,belo horizonte,-19.917984967529936,-44.06854824542193
528,171,2024-06-01,270500,econômico,190,Jardim Desenvolvimento,belo horizonte,-19.77283765015045,-43.88916927855951
529,175,2024-06-01,807000,médio padrão,113,Cedro Construtora,são paulo,-23.74793312471076,-46.68546557541391
530,176,2024-06-01,310000,econômico,292,Serra Living,são paulo,-23.521149163313563,-46.38690456967271
531,186,2024-06-01,819500,médio padrão,121,Areia Habitar,são paulo,-23.573119628024134,-46.487353706628475
532,190,2024-06-01,288500,econômico,205,Verde Novas Cidades,belo horizonte,-19.829582460765828,-43.95839483729759
533,216,2024-06-01,281500,econômico,218,Lua Construtora,rio de janeiro,-22.883449827640625,-43.76992874259542
534,232,2024-06-01,816500,médio padrão,112,Jacarandá Residencial,são paulo,-23.55678548852316,-46.79945517626296
535,238,2024-06-01,822000,médio padrão,182,Verde Construtora,rio de janeiro,-22.86811464197183,-43.29610935853945
536,240,2024-06-01,237000,econômico,226,Verde Novas Cidades,rio de janeiro,-23.030495717764044,-43.32988126291184
537,245,2024-06-01,758500,médio padrão,166,Rio Living,são paulo,-23.72063999061199,-46.64288350331429
538,247,2024-06-01,228500,econômico,127,Areia Desenvolvimento,são paulo,-23.456580029581048,-46.38849815895491
539,250,2024-06-01,337500,econômico,155,Serra Living,são paulo,-23.75110430353198,-46.77615228364195
540,262,2024-06-01,309000,econômico,208,Rio Residencial,belo horizonte,-19.80918381841349,-44.03349228184459
541,288,2024-06-01,268000,econômico,350,Ponte Residencial,são paulo,-23.693322065356902,-46.4436375494313
542,290,2024-06-01,261000,econômico,300,Verde Desenvolvimento,são paulo,-23.767667349031196,-46.616371908812916
543,291,2024-06-01,875000,médio padrão,162,Parque Novas Cidades,são paulo,-23.367010005159386,-46.65218294501952
544,292,2024-06-01,301500,econômico,235,Nuvem Empreendimentos,rio de janeiro,-22.830765096545623,-43.24990016790012
545,301,2024-06-01,303000,econômico,158,Rio Residencial,são paulo,-23.790479794859518,-46.72600119846481
546,304,2024-06-01,828000,médio padrão,112,Vale Novas Cidades,são paulo,-23.393243115042036,-46.59777851295997
547,306,2024-06-01,368000,econômico,298,Vale Urbanismo,são paulo,-23.69901284829639,-46.87472021286292
548,318,2024-06-01,836000,médio padrão,57,Jacarandá Residencial,são paulo,-23.419435269708863,-46.61396044825618
549,320,2024-06-01,293000,econômico,179,Ponte Residencial,são paulo,-23.77868237197173,-46.7423734292974
550,345,2024-06-01,823500,médio padrão,127,Vale Urbanismo,são paulo,-23.608313065834217,-46.71970575361831
551,389,2024-06-01,640000,médio padrão,144,Nuvem Empreendimentos,rio de janeiro,-23.029158152173686,-43.39542168100171
552,390,2024-06-01,285500,econômico,209,Ipê Urbanismo,são paulo,-23.5376597820705,-46.57814475678227
553,414,2024-06-01,325000,econômico,246,Rio Residencial,são paulo,-23.614958570328,-46.532931711545665
554,415,2024-06-01,771000,médio padrão,109,Arvoredo Living,são paulo,-23.523610538405382,-46.772096255656315
555,426,2024-06-01,234000,econômico,182,Serra Urbanismo,belo horizonte,-19.899705036690467,-43.98196388724484
556,463,2024-06-01,295500,econômico,280,Cedro Construtora,são paulo,-23.774079527329462,-46.392424600391145
557,467,2024-06-01,702500,médio padrão,137,Bosque Living,belo horizonte,-19.881059336924466,-43.87952319571527
558,471,2024-06-01,272000,econômico,243,Serra Living,são paulo,-23.794685910319448,-46.76362915458651
559,485,2024-06-01,694500,médio padrão,92,Jardim Desenvolvimento,belo horizonte,-19.85724223363344,-43.87033384623468
560,487,2024-06-01,309500,econômico,307,Vale Urbanismo,são paulo,-23.678545295219646,-46.57122136265348
561,524,2024-06-01,921500,médio padrão,198,Aurora Novas Cidades,são paulo,-23.580858062962754,-46.36853671200677
562,534,2024-06-01,287000,econômico,315,Serra Desenvolvimento,belo horizonte,-19.846617159440818,-43.93325945910915
563,546,2024-06-01,289000,econômico,71,Jacarandá Residencial,são paulo,-23.68844423957597,-46.85822839875213
564,551,2024-06-01,317500,econômico,218,Horizonte Novas Cidades,rio de janeiro,-22.822442723989443,-43.33521404908903
565,553,2024-06-01,292500,econômico,117,Ipê Empreendimentos,belo horizonte,-19.777284694060516,-43.86697243504616
566,592,2024-06-01,295500,econômico,149,Serra Desenvolvimento,rio de janeiro,-22.94902413899497,-43.18520492164145
567,602,2024-06-01,752000,médio padrão,114,Jardim Urbanismo,rio de janeiro,-22.775249621087955,-43.07983049660777
568,606,2024-06-01,327500,econômico,271,Areia Realty,belo horizonte,-19.879673164947643,-44.0656109131267
569,613,2024-06-01,323500,econômico,216,Verde Novas Cidades,rio de janeiro,-22.88864740367158,-43.6350824679487
570,618,2024-06-01,295500,econômico,128,Lua Construtora,belo horizonte,-19.79518253448747,-43.86776749571841
571,631,2024-06-01,260500,econômico,237,Jacarandá Residencial,são paulo,-23.370767549522437,-46.82025960674157
572,633,2024-06-01,791000,médio padrão,94,Ponte Residencial,são paulo,-23.538438839715994,-46.771175878083916
573,641,2024-06-01,820000,médio padrão,171,Parque Habitar,são paulo,-23.511831245537053,-46.59962327862947
574,645,2024-06-01,933000,médio padrão,138,Jardim Urbanismo,rio de janeiro,-22.766302912971298,-43.50366347759521
575,648,2024-06-01,314000,econômico,205,Ipê Construtora,são paulo,-23.507855938038137,-46.584308685516135
576,684,2024-06-01,1002500,médio padrão,168,Serra Urbanismo,belo horizonte,-20.046335361125397,-44.06859373861209
577,693,2024-06-01,948500,médio padrão,107,Ponte Residencial,são paulo,-23.503239726247536,-46.36165524005413
578,697,2024-06-01,885000,médio padrão,103,Cais Habitar,são paulo,-23.730590370057218,-46.50392275383853
579,715,2024-06-01,259500,econômico,233,Lua Construtora,belo horizonte,-20.044344526288615,-43.98624455985421
580,723,2024-06-01,317500,econômico,221,Aurora Novas Cidades,belo horizonte,-19.847275446531828,-44.03740585025255
581,727,2024-06-01,274500,econômico,318,Rio Living,rio de janeiro,-22.928769826483503,-43.74350200316572
582,733,2024-06-01,732500,médio padrão,141,Ipê Empreendimentos,belo horizonte,-19.963967736771913,-44.06599313869477
583,734,2024-06-01,305000,econômico,272,Ipê Empreendimentos,belo horizonte,-19.768416798768026,-43.94035220091737
584,736,2024-06-01,293000,econômico,230,Bosque Living,belo horizonte,-20.034090288498437,-44.01490905546507
585,758,2024-06-01,279000,econômico,168,Lua Residencial,belo horizonte,-20.025424034744404,-44.03108364155321
586,769,2024-06-01,263000,econômico,237,Ponte Residencial,são paulo,-23.504838042111754,-46.824867578471185
587,773,2024-06-01,320500,econômico,141,Cedro Construtora,são paulo,-23.486854554297278,-46.57854089790868
588,805,2024-06-01,235000,econômico,281,Cedro Empreendimentos,belo horizonte,-19.903607150535205,-44.06262206512767
589,817,2024-06-01,799000,médio padrão,148,Lua Residencial,rio de janeiro,-23.069212688016467,-43.4445493394307
590,822,2024-06-01,303000,econômico,162,Verde Novas Cidades,rio de janeiro,-23.080998119288232,-43.15037217688669
591,860,2024-06-01,305500,econômico,300,Aurora Novas Cidades,belo horizonte,-19.814366793299747,-44.09847743008122
592,863,2024-06-01,798500,médio padrão,119,Lua Construtora,belo horizonte,-19.806437166823784,-43.895324543074246
593,865,2024-06-01,361500,econômico,331,Rio Residencial,são paulo,-23.72145142739113,-46.38758927595883
594,891,2024-06-01,331500,econômico,263,Verde Construtora,são paulo,-23.527483760382353,-46.862193933911875
595,894,2024-06-01,262000,econômico,179,Rio Residencial,são paulo,-23.681842392477932,-46.50872678388624
596,906,2024-06-01,343000,econômico,215,Serra Urbanismo,belo horizonte,-19.884852826067515,-43.85424862523095
597,925,2024-06-01,975000,médio padrão,107,Jardim Residencial,rio de janeiro,-22.822859554881862,-43.296795543808784
598,935,2024-06-01,913500,médio padrão,160,Cedro Construtora,são paulo,-23.53516880051892,-46.61524311710921
599,961,2024-06-01,352000,econômico,309,Lua Desenvolvimento,rio de janeiro,-23.090317536682793,-43.77133091603794
600,972,2024-06-01,281000,econômico,189,Lua Desenvolvimento,rio de janeiro,-22.98040349664823,-43.750265386784264
601,978,2024-06-01,303500,econômico,172,Serra Urbanismo,belo horizonte,-19.843198941823633,-43.95953826323351
602,985,2024-06-01,325500,econômico,190,Jacarandá Residencial,são paulo,-23.495190416898204,-46.68232825455183
603,996,2024-06-01,336500,econômico,205,Jardim Residencial,belo horizonte,-20.039383137291107,-43.91821287595702
604,1008,2024-06-01,321500,econômico,207,Verde Novas Cidades,belo horizonte,-19.77421922160158,-43.90919606150696
605,1009,2024-06-01,274500,econômico,227,Rio Residencial,belo horizonte,-19.9083830992108,-44.012950945461284
606,1018,2024-06-01,763500,médio padrão,127,Verde Novas Cidades,rio de janeiro,-22.942578945370954,-43.64783115389548
607,1047,2024-06-01,924500,médio padrão,110,Jacarandá Residencial,são paulo,-23.7579941894437,-46.68327459192491
608,1063,2024-06-01,348500,econômico,90,Lua Residencial,belo horizonte,-19.833463077608283,-43.960832535861286
609,1065,2024-06-01,325500,econômico,257,Parque Habitar,são paulo,-23.41464307796481,-46.728736909831476
610,1090,2024-06-01,291000,econômico,194,Cedro Construtora,são paulo,-23.508143664986033,-46.59008665914417
611,1132,2024-06-01,810500,médio padrão,108,Ipê Construtora,são paulo,-23.66076552818727,-46.52777413177435
612,1133,2024-06-01,794500,médio padrão,135,Lua Residencial,belo horizonte,-19.836135783372214,-43.9086329038925
613,1153,2024-06-01,298500,econômico,181,Serra Desenvolvimento,rio de janeiro,-23.080893832525753,-43.55971578027189
614,1156,2024-06-01,906000,médio padrão,113,Cedro Empreendimentos,belo horizonte,-20.010181855822207,-43.866879982539295
615,1168,2024-06-01,324500,econômico,224,Horizonte Novas Cidades,rio de janeiro,-23.003354546321567,-43.308073410252184
616,1198,2024-06-01,347000,econômico,217,Verde Construtora,rio de janeiro,-22.790526485452247,-43.2965396783253
617,11,2024-07-01,339500,econômico,200,Aurora Habitar,belo horizonte,-19.918984783230293,-44.046353831795116
618,24,2024-07-01,305000,econômico,278,Jardim Urbanismo,rio de janeiro,-22.786343729856082,-43.694813183251036
619,25,2024-07-01,292000,econômico,217,Lua Construtora,são paulo,-23.472852423570902,-46.47724387944529
620,43,2024-07-01,319000,econômico,189,Jardim Residencial,são paulo,-23.533985282750063,-46.52560701026027
621,54,2024-07-01,821000,médio padrão,78,Cedro Construtora,são paulo,-23.43960212076171,-46.573474897543505
622,63,2024-07-01,251000,econômico,151,Aurora Habitar,belo horizonte,-19.912435575460435,-43.989421468233026
623,81,2024-07-01,344500,econômico,119,Arvoredo Living,belo horizonte,-20.04559514693198,-43.89320664386983
624,83,2024-07-01,866000,médio padrão,100,Vale Urbanismo,são paulo,-23.49055072787526,-46.51202649898379
625,86,2024-07-01,364000,econômico,227,Vale Novas Cidades,são paulo,-23.604799437704834,-46.64187018619528
626,91,2024-07-01,759500,médio padrão,83,Lua Desenvolvimento,belo horizonte,-19.947822761322545,-43.97529576036713
627,92,2024-07-01,307500,econômico,238,Vale Novas Cidades,são paulo,-23.51612549183587,-46.80237137965967
628,94,2024-07-01,277000,econômico,230,Aurora Novas Cidades,belo horizonte,-19.75545821573724,-43.94491057258549
629,123,2024-07-01,296500,econômico,170,Ipê Construtora,são paulo,-23.68558143231063,-46.39466347550353
630,124,2024-07-01,376000,econômico,282,Parque Habitar,são paulo,-23.43407829438095,-46.72488048519435
631,129,2024-07-01,319500,econômico,222,Lua Residencial,rio de janeiro,-22.91232985541102,-43.33365597760443
632,137,2024-07-01,296000,econômico,178,Verde Desenvolvimento,são paulo,-23.44085615388175,-46.8450756375616
633,151,2024-07-01,241000,econômico,202,Rio Residencial,belo horizonte,-19.767994296757745,-43.878002792848605
634,169,2024-07-01,870500,médio padrão,101,Rio Living,belo horizonte,-19.787467716003245,-43.94744313889169
635,183,2024-07-01,297000,econômico,239,Horizonte Novas Cidades,rio de janeiro,-23.076368531934406,-43.76039467394992
636,191,2024-07-01,988500,médio padrão,105,Cais Habitar,belo horizonte,-20.035162258856197,-43.949610386886
637,201,2024-07-01,777500,médio padrão,80,Lua Desenvolvimento,belo horizonte,-19.900408135937106,-43.97658198093234
638,207,2024-07-01,816500,médio padrão,90,Serra Living,são paulo,-23.38262281316873,-46.57143300900939
639,212,2024-07-01,685500,médio padrão,96,Jacarandá Desenvolvimento,são paulo,-23.715575818255736,-46.57315001813413
640,213,2024-07-01,333000,econômico,261,Verde Novas Cidades,belo horizonte,-19.88068219589225,-43.85446392592054
641,217,2024-07-01,251500,econômico,213,Ponte Residencial,são paulo,-23.715186563644465,-46.710722407065155
642,222,2024-07-01,790000,médio padrão,111,Areia Habitar,rio de janeiro,-22.944244380801102,-43.752662121972094
643,249,2024-07-01,354500,econômico,210,Parque Incorp,rio de janeiro,-22.932979778350976,-43.429264099849036
644,269,2024-07-01,284500,econômico,192,Rio Residencial,são paulo,-23.68897372593424,-46.494912230263964
645,276,2024-07-01,779000,médio padrão,76,Vale Urbanismo,são paulo,-23.56091826033163,-46.47140153103386
646,286,2024-07-01,333500,econômico,314,Serra Desenvolvimento,rio de janeiro,-22.886382613923438,-43.33234022276794
647,289,2024-07-01,711000,médio padrão,179,Arvoredo Living,belo horizonte,-19.864084183186108,-43.868007347958546
648,295,2024-07-01,913000,médio padrão,51,Verde Desenvolvimento,são paulo,-23.69922445048272,-46.7422091725401
649,310,2024-07-01,332500,econômico,212,Aurora Novas Cidades,belo horizonte,-19.772511258187915,-43.86201780247978
650,311,2024-07-01,785000,médio padrão,135,Verde Desenvolvimento,são paulo,-23.363180427461707,-46.5973220718663
651,314,2024-07-01,735500,médio padrão,150,Rio Living,rio de janeiro,-23.03881741481845,-43.63531530584843
652,324,2024-07-01,280500,econômico,145,Parque Incorp,rio de janeiro,-22.826012802022973,-43.093196811893606
653,330,2024-07-01,695000,médio padrão,139,Arvoredo Living,são paulo,-23.415036086461953,-46.685560792120064
654,331,2024-07-01,782500,médio padrão,143,Ipê Urbanismo,são paulo,-23.786018679968574,-46.68448925954947
655,347,2024-07-01,835500,médio padrão,201,Jacarandá Residencial,são paulo,-23.446875090616892,-46.367823835701394
656,348,2024-07-01,319500,econômico,266,Jacarandá Residencial,são paulo,-23.431797691317737,-46.57871081794919
657,385,2024-07-01,365000,econômico,281,Ipê Construtora,belo horizonte,-19.891709091818655,-44.08315642371675
658,397,2024-07-01,274000,econômico,235,Serra Urbanismo,belo horizonte,-20.034716773299095,-43.86917432743553
659,407,2024-07-01,305500,econômico,99,Lua Desenvolvimento,rio de janeiro,-23.000172620077148,-43.28042132305875
660,425,2024-07-01,901000,médio padrão,73,Cedro Empreendimentos,belo horizonte,-19.9098179896323,-43.94642953738211
661,430,2024-07-01,334500,econômico,187,Serra Urbanismo,belo horizonte,-19.890177871798638,-44.003033993729346
662,453,2024-07-01,286000,econômico,247,Parque Incorp,rio de janeiro,-23.018606444678714,-43.751843361325896
663,459,2024-07-01,290500,econômico,139,Ipê Urbanismo,são paulo,-23.552646970331768,-46.7190088212793
664,470,2024-07-01,826500,médio padrão,130,Aurora Novas Cidades,são paulo,-23.45049009564282,-46.818629197682405
665,473,2024-07-01,289500,econômico,142,Verde Desenvolvimento,são paulo,-23.717506827158708,-46.641976609665335
666,495,2024-07-01,350500,econômico,246,Areia Realty,rio de janeiro,-22.994372331013793,-43.60861011577984
667,519,2024-07-01,259500,econômico,166,Horizonte Novas Cidades,rio de janeiro,-23.074878017428734,-43.44218785031447
668,530,2024-07-01,346000,econômico,199,Rio Living,belo horizonte,-20.042139554743663,-44.039331489261244
669,547,2024-07-01,316500,econômico,216,Serra Urbanismo,rio de janeiro,-22.891316206658225,-43.60197472329329
670,591,2024-07-01,937000,médio padrão,142,Verde Novas Cidades,belo horizonte,-19.809459455003232,-43.866329193033145
671,603,2024-07-01,283000,econômico,177,Vale Novas Cidades,são paulo,-23.653853217114484,-46.887189916997414
672,632,2024-07-01,322000,econômico,287,Vila Realty,são paulo,-23.775351651674306,-46.82333143928346
673,635,2024-07-01,334500,econômico,136,Ventura Urbanismo,belo horizonte,-20.045762027527044,-44.07619159742791
674,643,2024-07-01,283500,econômico,350,Jacarandá Empreendimentos,belo horizonte,-19.97206052631211,-44.0396275984088
675,651,2024-07-01,319500,econômico,269,Rio Residencial,são paulo,-23.534015072370774,-46.55801209340999
676,657,2024-07-01,825500,médio padrão,95,Jacarandá Empreendimentos,belo horizonte,-19.89690222487728,-43.972674921693795
677,659,2024-07-01,312500,econômico,268,Areia Desenvolvimento,são paulo,-23.685155995180413,-46.88281746155514
678,663,2024-07-01,265500,econômico,174,Jacarandá Empreendimentos,belo horizonte,-19.751299059812382,-44.02623497742151
679,672,2024-07-01,282000,econômico,239,Ponte Residencial,são paulo,-23.684898705958755,-46.363089524603055
680,675,2024-07-01,246000,econômico,198,Jardim Residencial,rio de janeiro,-23.031479939226596,-43.199850042722616
681,683,2024-07-01,249500,econômico,107,Serra Desenvolvimento,rio de janeiro,-22.913435788324776,-43.283953700174045
682,685,2024-07-01,297500,econômico,221,Jacarandá Empreendimentos,belo horizonte,-19.89389344421036,-43.900490124681994
683,698,2024-07-01,864000,médio padrão,104,Aurora Novas Cidades,belo horizonte,-19.942198289810985,-43.990225609674404
684,756,2024-07-01,279500,econômico,216,Verde Construtora,rio de janeiro,-22.94655751831445,-43.595633555912094
685,759,2024-07-01,906500,médio padrão,165,Serra Desenvolvimento,rio de janeiro,-22.761568501477775,-43.14898702917561
686,771,2024-07-01,300000,econômico,213,Cedro Construtora,são paulo,-23.57257105544828,-46.41257992763583
687,798,2024-07-01,281500,econômico,247,Rio Residencial,são paulo,-23.563842182349962,-46.561756730377695
688,802,2024-07-01,285500,econômico,234,Bosque Living,belo horizonte,-19.869207804302263,-44.086128503368926
689,820,2024-07-01,908000,médio padrão,83,Vila Realty,são paulo,-23.51844274438283,-46.43953438182609
690,866,2024-07-01,325000,econômico,236,Parque Habitar,são paulo,-23.7714099932671,-46.523076616669414
691,927,2024-07-01,332500,econômico,221,Ipê Construtora,são paulo,-23.650228811958208,-46.751095374443814
692,928,2024-07-01,316500,econômico,176,Parque Incorp,rio de janeiro,-23.02318429977017,-43.72492092842459
693,936,2024-07-01,322000,econômico,50,Bosque Living,belo horizonte,-19.79776657031787,-43.96770594519054
694,939,2024-07-01,316500,econômico,292,Lua Residencial,belo horizonte,-19.81061976484634,-43.90570512929218
695,941,2024-07-01,361000,econômico,281,Ipê Empreendimentos,belo horizonte,-19.786764125574113,-44.08851575072332
696,951,2024-07-01,334000,econômico,139,Vale Novas Cidades,são paulo,-23.366479292626668,-46.40063011440066
697,952,2024-07-01,352000,econômico,292,Verde Novas Cidades,belo horizonte,-19.791628797394463,-43.89528902876439
698,965,2024-07-01,251500,econômico,156,Aurora Novas Cidades,são paulo,-23.414728826878527,-46.794458150331025
699,969,2024-07-01,256500,econômico,288,Verde Novas Cidades,rio de janeiro,-22.949629816400545,-43.074942607115396
700,992,2024-07-01,751500,médio padrão,154,Aurora Novas Cidades,são paulo,-23.62961322729072,-46.44171825246977
701,999,2024-07-01,859000,médio padrão,188,Vale Novas Cidades,são paulo,-23.74074546158328,-46.462190984349625
702,1001,2024-07-01,280500,econômico,155,Vale Novas Cidades,são paulo,-23.488105999518982,-46.43326147704015
703,1003,2024-07-01,370000,econômico,250,Rio Living,são paulo,-23.52985312359203,-46.77300443932374
704,1011,2024-07-01,816000,médio padrão,98,Lua Construtora,rio de janeiro,-22.75933383160522,-43.27213669348473
705,1028,2024-07-01,313000,econômico,250,Ponte Residencial,são paulo,-23.688934199216863,-46.70878038313648
706,1031,2024-07-01,841500,médio padrão,111,Parque Novas Cidades,são paulo,-23.58758306986099,-46.694250107707695
707,1077,2024-07-01,313000,econômico,218,Jacarandá Empreendimentos,belo horizonte,-19.914092165714006,-43.92018675232301
708,1079,2024-07-01,779000,médio padrão,97,Serra Desenvolvimento,belo horizonte,-20.002569463316913,-43.99818701517725
709,1113,2024-07-01,361000,econômico,214,Lua Desenvolvimento,rio de janeiro,-22.848647627225475,-43.61746147816033
710,1114,2024-07-01,333500,econômico,203,Serra Urbanismo,belo horizonte,-19.753986406290615,-43.85505661623857
711,1119,2024-07-01,265500,econômico,261,Arvoredo Living,belo horizonte,-19.93925719534517,-43.992657281074955
712,1122,2024-07-01,345000,econômico,214,Areia Desenvolvimento,são paulo,-23.702329163578785,-46.73302962212204
713,1138,2024-07-01,311500,econômico,258,Lua Residencial,belo horizonte,-19.8293663992665,-43.93762880244825
714,1142,2024-07-01,328000,econômico,175,Ponte Residencial,são paulo,-23.741198270959604,-46.41384758660061
715,1152,2024-07-01,276500,econômico,238,Parque Novas Cidades,são paulo,-23.47971847179492,-46.87197531206911
716,1160,2024-07-01,281500,econômico,190,Verde Construtora,rio de janeiro,-23.055755889725358,-43.50407249228376
717,1167,2024-07-01,297500,econômico,193,Rio Residencial,belo horizonte,-19.764116045792555,-43.956149216665814
718,1173,2024-07-01,299000,econômico,157,Jacarandá Residencial,são paulo,-23.68263516803038,-46.89218283373395
719,1191,2024-07-01,300000,econômico,79,Ipê Urbanismo,são paulo,-23.365995830143103,-46.43344844859764
720,1194,2024-07-01,292500,econômico,163,Ventura Urbanismo,rio de janeiro,-23.019426024427233,-43.214614995317795
721,1,2024-08-01,925000,médio padrão,51,Arvoredo Living,são paulo,-23.36096994176346,-46.4813731639053
722,4,2024-08-01,778000,médio padrão,162,Serra Urbanismo,rio de janeiro,-22.78740760753723,-43.21621237719467
723,13,2024-08-01,324500,econômico,254,Jardim Desenvolvimento,belo horizonte,-19.92808394156798,-43.89649490383349
724,16,2024-08-01,269500,econômico,165,Bosque Living,belo horizonte,-19.777425792787717,-43.92507321654731
725,20,2024-08-01,326500,econômico,294,Arvoredo Living,são paulo,-23.651562454450247,-46.820511696123674
726,22,2024-08-01,264000,econômico,164,Parque Habitar,são paulo,-23.44776914773737,-46.85449850004266
727,30,2024-08-01,334500,econômico,304,Rio Residencial,belo horizonte,-19.97126184522314,-43.86579671236656
728,40,2024-08-01,707000,médio padrão,194,Aurora Habitar,belo horizonte,-19.979001291100726,-43.91349642993914
729,48,2024-08-01,830500,médio padrão,111,Parque Incorp,rio de janeiro,-22.920021995433355,-43.156820891908076
730,78,2024-08-01,936000,médio padrão,80,Nuvem Empreendimentos,belo horizonte,-19.862196255717684,-44.00983566638744
731,112,2024-08-01,342000,econômico,288,Cedro Empreendimentos,belo horizonte,-19.84762075690629,-43.89634038922053
732,122,2024-08-01,363000,econômico,163,Aurora Novas Cidades,belo horizonte,-19.795169400073068,-44.09881465177203
733,140,2024-08-01,795500,médio padrão,151,Areia Desenvolvimento,são paulo,-23.63025730770265,-46.68324115957378
734,192,2024-08-01,315500,econômico,131,Jacarandá Desenvolvimento,rio de janeiro,-22.903571926238484,-43.51097288935717
735,214,2024-08-01,215000,econômico,200,Jacarandá Desenvolvimento,belo horizonte,-20.0144802750464,-43.90131236039561
736,231,2024-08-01,953500,médio padrão,167,Lua Residencial,rio de janeiro,-23.068297329512596,-43.63055328156241
737,248,2024-08-01,725000,médio padrão,50,Jacarandá Desenvolvimento,rio de janeiro,-22.788577186711045,-43.118543815083264
738,253,2024-08-01,260000,econômico,180,Jacarandá Residencial,são paulo,-23.372817914645836,-46.6784162153208
739,260,2024-08-01,874000,médio padrão,135,Jacarandá Desenvolvimento,rio de janeiro,-22.958825958862807,-43.10748977420564
740,272,2024-08-01,292500,econômico,215,Nuvem Empreendimentos,rio de janeiro,-22.757007511038445,-43.137352622682215
741,297,2024-08-01,909500,médio padrão,162,Ipê Urbanismo,são paulo,-23.562156221975897,-46.44193961993617
742,340,2024-08-01,831000,médio padrão,103,Ipê Construtora,são paulo,-23.658438293933873,-46.47433330874929
743,350,2024-08-01,807000,médio padrão,124,Horizonte Novas Cidades,rio de janeiro,-23.009504987647944,-43.302806661347304
744,356,2024-08-01,281000,econômico,124,Horizonte Novas Cidades,belo horizonte,-19.78711983009226,-44.065882361488875
745,358,2024-08-01,312000,econômico,220,Lua Desenvolvimento,belo horizonte,-19.93355384962658,-44.01365415170763
746,373,2024-08-01,361000,econômico,286,Lua Residencial,rio de janeiro,-22.999179010947252,-43.25719103235612
747,382,2024-08-01,824000,médio padrão,95,Ipê Empreendimentos,belo horizonte,-20.012822232173946,-43.961186095024985
748,383,2024-08-01,836500,médio padrão,126,Parque Habitar,são paulo,-23.437402285745964,-46.764003104306305
749,391,2024-08-01,865000,médio padrão,95,Ipê Urbanismo,são paulo,-23.518857714391935,-46.60437078560454
750,400,2024-08-01,322000,econômico,274,Nuvem Empreendimentos,belo horizonte,-19.924070389870373,-44.07013789101783
751,404,2024-08-01,814500,médio padrão,183,Parque Habitar,são paulo,-23.53647830734049,-46.47019378832867
752,416,2024-08-01,314500,econômico,196,Serra Living,são paulo,-23.57822298996905,-46.47490770209783
753,428,2024-08-01,972500,médio padrão,91,Arvoredo Living,são paulo,-23.685193904774067,-46.61887093011353
754,440,2024-08-01,349500,econômico,285,Serra Desenvolvimento,rio de janeiro,-22.944157086900216,-43.293491646992855
755,509,2024-08-01,344000,econômico,250,Aurora Novas Cidades,são paulo,-23.730563326574792,-46.38751295924586
